0	3737.000000	3746.000000	3797.000000	3758.000000	3981.000000	3975.000000	3979.000000	3951.000000	2167.000000	
1	3737.000000	3746.000000	3797.000000	3758.000000	3981.000000	3975.000000	3979.000000	3951.000000	2167.000000	
2	3727.161377	3738.129150	3795.032227	3756.032227	3981.000000	3967.129150	3992.774170	3964.774170	2169.951660	
3	3729.927490	3739.951660	3800.855225	3751.120605	3981.975830	3983.589600	3979.337891	3957.193115	2170.000000	
4	3728.063721	3732.254639	3798.095459	3759.713623	3993.617920	3978.190918	3974.159180	3956.031738	2169.031738	
5	3728.960205	3734.880615	3798.960205	3757.119385	3982.477295	3982.801025	3979.761475	3958.880615	2169.000000	
6	3732.810791	3732.142090	3794.236572	3761.763428	3982.952637	3984.905273	3982.857910	3967.573975	2169.952637	
7	3731.110352	3736.723877	3796.834473	3762.000000	3986.779297	3981.220703	3983.000000	3955.717773	2165.276123	
8	3726.315430	3734.189209	3788.567627	3750.757080	3984.189209	3976.315430	3977.378418	3952.189209	2168.747559	
9	3725.071289	3730.284912	3789.857666	3754.644043	3975.640869	3976.000000	3970.498535	3951.071289	2167.142334	
10	3726.841797	3737.367188	3786.316406	3763.288086	3980.525391	3978.762695	3980.129883	3962.050781	2167.920898	
11	3732.475098	3738.912598	3793.300293	3751.224609	3979.175049	3975.349854	3976.437500	3956.612305	2168.000000	
12	3729.382568	3744.426270	3794.904297	3756.330566	3985.330566	3975.000000	3983.234863	3955.095703	2170.713135	
13	3737.960205	3750.376221	3793.208008	3761.479980	3979.727783	3983.960205	3988.479980	3963.960205	2168.312012	
14	3739.888184	3743.895264	3794.776123	3758.447754	3975.447754	3970.790527	3983.671387	3960.559570	2171.552246	
15	3731.197754	3738.598877	3795.880127	3756.239502	3982.041748	3973.401123	3976.838379	3961.760498	2170.239502	
16	3733.492188	3738.873047	3802.984131	3764.730225	3985.619141	3980.111084	3977.746094	3961.126953	2172.619141	
17	3726.204346	3732.070557	3790.140869	3759.070557	3974.739502	3973.204346	3978.866211	3968.795654	2171.267578	
18	3736.174561	3739.595947	3794.876709	3760.578857	3991.910889	3979.736328	3982.438232	3966.561768	2168.421143	
19	3733.735107	3733.323242	3790.882080	3755.029297	3978.793457	3974.176270	3971.058350	3954.911377	2168.853027	
20	3727.074707	3735.385986	3794.232422	3764.157715	3984.464600	3964.535400	3975.771729	3962.311035	2169.000000	
21	3735.232422	3734.321289	3788.285400	3761.803467	3982.642822	3973.071777	3970.285400	3959.803467	2169.000000	
22	3736.167725	3738.160889	3791.993164	3767.657471	3984.496582	3980.825195	3978.154053	3958.167725	2168.167725	
23	3737.650879	3739.000000	3790.523682	3755.792480	3975.919922	3977.872559	3973.396240	3958.000000	2169.650879	
24	3733.903076	3734.903076	3793.277344	3759.554932	3982.193604	3977.000000	3979.374268	3964.554932	2170.819336	
25	3732.186523	3740.508057	3793.186523	3759.373047	3975.864746	3977.000000	3981.813477	3955.424316	2168.559326	
26	3728.768066	3735.535889	3801.080078	3759.000000	3978.040039	3976.191895	3983.615967	3958.656006	2169.615967	
27	3732.014893	3736.408936	3794.167236	3756.591064	3976.591064	3973.591064	3974.364258	3955.985107	2170.000000	
28	3729.805176	3737.798584	3794.395996	3759.194824	3976.798584	3981.785645	3978.389648	3958.993408	2170.798584	
29	3723.433838	3732.433838	3802.156738	3762.385498	3974.614502	3976.843262	3977.614502	3956.819336	2169.409668	
30	3722.000000	3734.961670	3791.322266	3760.623047	3974.000000	3974.207764	3977.792236	3957.584717	2169.000000	
31	3724.368408	3735.210449	3786.420898	3752.894531	3974.000000	3966.104980	3980.368408	3953.262939	2169.000000	
32	3729.717529	3738.931152	3786.786133	3755.717529	3980.290039	3970.290039	3983.358643	3960.648682	2168.213867	
33	3726.305176	3736.087646	3791.694824	3759.347412	3978.087646	3972.000000	3978.522705	3955.957764	2167.217529	
34	3733.569092	3737.337158	3787.546875	3764.674072	3984.011230	3971.220947	3979.337158	3964.906250	2167.779053	
35	3736.775635	3741.877930	3787.551025	3757.468750	3981.346680	3975.653320	3981.551025	3959.468750	2168.775635	
36	3741.634277	3744.544678	3797.268799	3765.041016	3985.406738	3982.406738	3984.317139	3964.723877	2169.000000	
37	3739.923340	3742.692383	3794.615723	3764.154053	3976.231445	3977.077393	3975.769775	3957.000732	2171.307617	
38	3742.829346	3741.234131	3793.000000	3767.595215	3976.829346	3981.126953	3986.019531	3958.595215	2169.702393	
39	3743.237305	3741.762695	3796.050537	3760.611328	3978.000000	3973.086182	3978.561035	3956.187012	2162.136475	
40	3744.519775	3742.000000	3799.279541	3761.039307	3988.637695	3974.559082	3991.716309	3961.078613	2166.078613	
41	3739.698242	3741.242676	3794.698242	3759.727783	3982.911377	3979.786865	3986.396484	3956.940918	2169.514893	
42	3729.693848	3731.938965	3789.224609	3758.244873	3983.775391	3979.489746	3976.204102	3953.489746	2168.489746	
43	3733.776611	3735.776611	3790.258789	3757.247070	3978.223389	3975.988037	3980.023682	3959.776611	2168.000000	
44	3727.739258	3739.501953	3781.988281	3755.498047	3982.007812	3979.505859	3981.249023	3959.747070	2168.000000	
45	3727.995361	3738.502441	3787.985840	3754.251221	3981.753662	3975.758301	3975.009521	3954.507080	2170.995361	
46	3726.014160	3741.732422	3785.774658	3756.985840	3980.253418	3972.507080	3970.760498	3960.464844	2170.507080	
47	3730.954590	3743.000000	3787.721680	3754.278320	3980.000000	3972.744385	3967.767090	3960.767090	2169.255615	
48	3734.484863	3745.227051	3796.423828	3756.711914	3989.650879	3983.393311	3972.196533	3961.484863	2170.484863	
49	3725.374023	3737.114502	3794.557373	3757.259521	3980.412109	3978.114502	3971.778564	3948.671875	2171.000000	
50	3728.647705	3738.431885	3801.125000	3759.954590	3986.341064	3977.215820	3975.431885	3963.204834	2171.000000	
51	3733.947021	3737.052979	3800.316162	3760.263184	3981.158936	3979.473389	3981.420410	3957.475098	2171.736816	
52	3737.205078	3737.469971	3796.794922	3762.205078	3980.205078	3977.794922	3983.735107	3959.615234	2172.735107	
